PatentID	KeywordID
CN202211676407.7	K_006271
US201916405551A	K_393949
US202318188193A	K_391953
CN202310305929.4	K_086379
US202016815456A	K_329516
CN202210486056.7	K_042979
CN202310482377.4	K_350963
CN202310421509.2	K_102736
CN202211587872.3	K_053328
CA3051096A	K_305620
CN202011144731.5	K_314886
US202318493270A	K_311768
CN201980086986.X	K_315038
CN202111110784.X	K_107590
CN201810484717.6	K_000697
CN202311550937.1	K_326912
JP2021070349A	K_223594
CN202011165485.1	K_008139
IN201941035691	K_006524
US202017103768A	K_015402
CN202111486358.6	K_296819
CN202111350312.1	K_000061
CN202311743263.7	K_122955
KR20210182110A	K_000061
CN202311422264.1	K_031040
US202217896032A	K_025871
CN202280028207.2	K_346819
CN202210040564.2	K_316002
CN201910058735.2	K_111107
CN202311377223.5	K_358848
CN202110217882.7	K_086386
US202117920590A	K_001456
CN201810329238.7	K_086386
CN202311398533.5	K_107590
US202117213918A	K_084961
US202217959689A	K_338569
US202217690610A	K_117054
CN202111305048.X	K_330743
CN202311775041.3	K_123173
US202017074464A	K_000162
CN202280069073.9	K_212113
CN202211457295.6	K_009186
US202217976494A	K_000148
KR20180166464A	K_314363
CN201910587455.0	K_066370
US202118033205A	K_260552
CN202310500567.4	K_060459
KR20200180593A	K_310227
CN202110172841.0	K_323939
US201917264699A	K_157531
US202117920590A	K_139105
EP18826119A	K_017979
CN202211203268.6	K_321422
CN202011271277.X	K_320786
US201815907487A	K_008658
CN202011169549.5	K_000418
US202318397921A	K_347432
EP21782012A	K_000148
CN202011051731.0	K_205914
CN202210733011.5	K_339256
CN202011179725.3	K_046481
CN202310697231.1	K_000613
FR2110498A	K_000061
CN202310058537.2	K_347810
CN202310565792.6	K_122647
US202218076792A	K_210342
CN202211409069.0	K_018333
EP2022086708W	K_367824
US202017636841A	K_064868
CN202210684529.4	K_002321
CN202280056775.3	K_112587
US202318133877A	K_106370
CN202210774152.1	K_000844
CN202121146878.8	K_000418
CN202210277740.4	K_335843
CN202210233038.8	K_335351
CN202210657179.2	K_338746
US202016990411A	K_002823
US202217827394A	K_408350
CN201880089729.7	K_309238
US202016804390A	K_103999
IN202341077570	K_004862
US202017065070A	K_399183
CN202210324682.6	K_309417
CN201810706272.1	K_008262
IN202024002510	K_011486
CN202210128714.5	K_000697
CN202310582646.4	K_218599
CN202210459242.1	K_337160
US202318350247A	K_092438
CN202211294542.5	K_310906
CN202311716499.1	K_341798
KR20230155267A	K_360572
CN202111035987.7	K_161363
US202118266569A	K_140598
US202318182669A	K_413206
CN202211359202.6	K_343631
US201917262562A	K_020871
IN201941035691	K_002075
CN201810603814.2	K_016458
KR20190015710A	K_090159
CN2018085094W	K_031745
CN202110581678.3	K_326283
CN202010229641.X	K_009462
CN202210330727.0	K_085478
US201916259136A	K_366951
US201916505620A	K_101825
US201816112169A	K_095815
CN202211280071.2	K_018523
CN202310992866.4	K_310461
CN202010167880.7	K_019105
EP2020057148W	K_000190
CN202211018634.0	K_341314
CN202110610538.4	K_326453
IN201924002838	K_372424
US201916285985A	K_079328
US202017919365A	K_000370
CN202110953805.8	K_002194
CN202110769129.9	K_028374
CN202210868161.7	K_340040
US202318850694A	K_416989
CN202111616248.7	K_226665
US202016991344A	K_306850
CN202380026144.1	K_002017
CN202010603011.4	K_281154
CN202211239005.0	K_159837
EP25188791A	K_004870
CN202011361273.0	K_294506
US2019015043W	K_392777
US202318400337A	K_022240
US202217931093A	K_263248
CN202311046291.3	K_342925
CN202310047220.9	K_305944
US202218056559A	K_323000
CN202311077007.9	K_056548
CN202010257497.0	K_114039
CN202310184373.8	K_225978
CN202310669747.5	K_350880
JP2019238401A	K_008262
CN202010538989.7	K_142873
CN202310419595.3	K_330897
US202218083886A	K_087144
CN202310718154.3	K_310396
JP2023162930A	K_000185
US202117531776A	K_004683
AU2022051585W	K_015646
CN201910342011.0	K_080667
CN202011481727.8	K_015525
US202218072566A	K_410799
CN201910646202.6	K_102738
US202218059710A	K_410634
CN201810362152.4	K_014916
JP2021176421A	K_086328
US202117504711A	K_079163
FR2202257A	K_000064
US201916556838A	K_392072
CN202080011203.4	K_117086
US202017019125A	K_398937
CN202010817004.4	K_015246
EP23220696A	K_080116
CN201911012978.9	K_164802
CN201910058735.2	K_309542
CN202211413283.3	K_286595
US201816604076A	K_390731
CN202210387155.X	K_259024
CN201811456735.X	K_307989
JP2022114100A	K_194959
CN202311400149.4	K_002346
US201917421084A	K_003016
CN202310817914.6	K_320016
IN202121029153	K_349576
JP2018242584A	K_046481
US202117524471A	K_403959
EP23202502A	K_108781
CN2018122059W	K_008975
CN202111433760.8	K_004447
US202217751333A	K_037761
CN201911311109.6	K_086026
CN202310322770.7	K_086384
CN202210256543.4	K_322078
CN202210483534.9	K_312144
CN202311086400.4	K_008450
US202117316893A	K_396543
CN202311810136.4	K_069872
KR20257017665A	K_256149
CN202311543973.5	K_360613
FR1800307A	K_211994
CN202311319163.1	K_358220
CN202121993367.X	K_333237
CN202311695298.8	K_174545
CN202311565230.8	K_018707
CN202210344212.6	K_336237
CN202310354849.8	K_336142
CN202311097477.1	K_356199
KR20257010124A	K_314826
CN202111228906.5	K_330175
CN202310031398.4	K_052449
US202117479916A	K_369104
CN202111545932.0	K_150560
EP21216303A	K_000825
CN202311517360.4	K_115735
TW112149564A	K_012800
US202117215888A	K_001855
CN202310410380.5	K_306936
CN201910328985.3	K_281154
EP2020057148W	K_074723
US201916522235A	K_160218
KR20180066744A	K_255737
CN202310801406.9	K_284021
CN201911251292.5	K_000061
TW107118268A	K_017577
CN202080040039.X	K_107757
US202017068142A	K_399255
CN202310250828.1	K_305976
CN202211154202.2	K_046269
CN202310553904.6	K_351836
EP19800091A	K_367313
CN202311266962.7	K_087145
CN202010692749.2	K_161568
JP2023191284A	K_001648
KR20220145384A	K_158003
CN202210917631.4	K_308480
CN202010776018.6	K_026337
CN202180050449.7	K_213439
EP18164451A	K_366459
KR20210106053A	K_223892
CN202311707042.4	K_309198
KR20180071799A	K_057233
US201816003518A	K_132908
CN202111217560.9	K_330138
US202318233126A	K_138529
CN202211446962.0	K_015379
IN201917022385	K_372407
CN202210083359.4	K_326427
CN202210246271.X	K_000367
CN202311698328.0	K_139475
KR20190158101A	K_007934
CN202211504644.5	K_344634
CN202310423031.7	K_316930
CN202111546267.7	K_094957
US202117378887A	K_000058
CN202310534928.7	K_006464
US201916978261A	K_395976
KR20200048994A	K_380982
CN202310619913.0	K_352437
JP2018032663A	K_090198
US202017758439A	K_082197
CN202211254432.6	K_007242
US202318385474A	K_394292
US202217826611A	K_313513
US201816163565A	K_081054
EP19765341A	K_022229
US202217670038A	K_341629
CN201811221643.3	K_307556
CN202310697231.1	K_005043
US201917262792A	K_000615
KR20200010670A	K_372853
CN202311724249.2	K_321040
EP19160127A	K_366857
CN202211248613.8	K_089587
CN202111490901.X	K_309720
DE202023103973U	K_086878
US201916588789A	K_017575
CN202110244970.6	K_052147
CN202010668385.4	K_318148
CN202311832006.0	K_101403
CN202310362925.X	K_001226
CN202311241866.7	K_001907
US2019029895W	K_090946
CN202011051731.0	K_029227
US202117521630A	K_001470
US202217898887A	K_018978
CN202311279033.X	K_307821
US201816150018A	K_028951
US202017071680A	K_105038
US202218066248A	K_113501
US202017005079A	K_337038
US202318333281A	K_006221
CN202380026144.1	K_319133
CN202011079450.6	K_320004
CN202310896128.X	K_000061
IN202141059724	K_213636
US202017774640A	K_000679
US201816117271A	K_264522
KR20200061415A	K_000904
KR20230188353A	K_041005
US201916439407A	K_004160
CN202210039208.9	K_327462
CN202310855285.6	K_000146
US2019016091W	K_013159
US202318318943A	K_204983
KR20220090412A	K_107180
CN202111371935.7	K_218950
CN202311240699.4	K_000821
CN201810094988.0	K_002635
CN2018085094W	K_000061
US201916968310A	K_316700
EP19800091A	K_367306
US202117477784A	K_308911
US202318184459A	K_348712
CN202211728523.9	K_346341
CH15082022A	K_000022
US2021054489W	K_132341
US201916559114A	K_028646
US202016951213A	K_051417
US201815894031A	K_000679
CN202311827471.5	K_364157
KR20210072606A	K_119101
CN202210028555.1	K_009663
IN202327035740	K_000825
CN202311362019.6	K_358665
CN202110610538.4	K_272993
US202017032509A	K_001321
EP22216503A	K_003053
US202218147625A	K_017067
CN202210250711.9	K_335534
CN202310200598.8	K_036188
CN202310943518.8	K_000826
CN202310579091.8	K_329219
CN202111268831.3	K_330440
US202318485225A	K_248438
CN202211414880.8	K_344168
CN201810750002.0	K_022859
CN201910724830.1	K_307968
US202318133877A	K_309481
CN202310967219.8	K_324095
IN202021055433	K_084696
US202217590487A	K_406429
CN202110411326.3	K_004126
KR20180165182A	K_032863
EP22760690A	K_001470
US202117342853A	K_346991
US202017075022A	K_000419
US201816015333A	K_196882
CN202380019977.5	K_198089
CN202111275914.5	K_330582
US202017011630A	K_318202
IN202341029768	K_010145
US202117337868A	K_140650
US202218703832A	K_001500
US201917264699A	K_000602
US202218568256A	K_411325
US201815863669A	K_004247
CN202311279151.0	K_327535
CN202110610282.7	K_141356
CN202210240227.8	K_331132
CN201911330753.8	K_312900
DE102022103059A	K_003053
CN202210840255.3	K_339846
US201816110730A	K_094369
JP2022114100A	K_343738
US201816141558A	K_117086
CN202121450392.3	K_249535
JP2019130033A	K_090805
GB202212811A	K_371522
KR20220155296A	K_385547
CN202180005307.9	K_333293
KR20230115991A	K_162126
US202117518012A	K_000488
KR20230141750A	K_362464
US201815948415A	K_390731
US202318452596A	K_026048
US202117508253A	K_102512
CN202311799653.6	K_001554
CN202280096707.X	K_347039
JP2022107561A	K_039349
CN202111625378.7	K_325093
KR20200113618A	K_001730
CN202211374114.3	K_312433
IN202341083886	K_006669
CN202011141786.0	K_005000
CN202211101549.0	K_336569
US202318318943A	K_000069
IN201917022385	K_011655
CN202311160742.6	K_220040
US202318127960A	K_412095
EP22215375A	K_146378
CN202210971923.6	K_006840
US201916593499A	K_096015
CN201811390428.6	K_307846
CN202311243294.6	K_017575
JP2023034445A	K_208580
US202016874266A	K_002133
IN202121061341	K_235146
US202318168681A	K_001390
US201917280544A	K_384871
CN202010386129.6	K_316883
CN202311225942.5	K_310053
US202217931663A	K_000418
CN201810362173.6	K_019981
CN202110545256.0	K_069414
US202217960784A	K_347006
US202318339504A	K_039740
CN202310485617.6	K_351007
JP2021118608A	K_283940
CN202310165072.0	K_312395
US2018042383W	K_198284
US201917041660A	K_000153
CN202211296427.1	K_339032
CN201980092973.3	K_089784
CN202210459242.1	K_006808
US201916405158A	K_140716
IN202024002510	K_317578
CN202310852749.8	K_025732
CN202111632391.5	K_332922
KR20200075913A	K_381095
US201916291843A	K_092438
CN202311517360.4	K_108451
CN202110143657.3	K_017575
DE102018216561A	K_107287
CN202310069440.1	K_017575
CN202010710518.X	K_084200
CN202111389310.3	K_319380
CN202210591462.X	K_337079
JP2018206529A	K_088269
CN202211075195.7	K_341599
CN202210046007.1	K_333941
CN202311130033.3	K_356499
US202117928214A	K_113639
US202118033205A	K_397783
CN201810150231.9	K_100536
CN202311213464.6	K_357168
CN202110694111.7	K_114318
CN201980048144.5	K_314791
CN202111029184.0	K_009669
CN202310209878.5	K_332552
CN202110004886.7	K_317279
KR20210154388A	K_320135
US202318159587A	K_003030
US202016843932A	K_084189
CN202010612237.0	K_000199
CN202311164084.8	K_018500
JP2021184760A	K_107180
IB2020053083W	K_138578
US202217679018A	K_092438
CN202011254212.4	K_002048
CN202080040039.X	K_084641
US202017013952A	K_398909
US202318169120A	K_092438
CN201910293748.8	K_308591
CN202111236971.2	K_327106
EP23710297A	K_033530
US202318311326A	K_102501
KR20230049184A	K_106034
CN202310767179.2	K_320669
US202217568162A	K_055150
CN202311732901.5	K_245596
US201916547813A	K_394784
CN201910782134.6	K_003016
CN202111199729.2	K_317460
CN202211419985.2	K_002360
CN202311533467.8	K_135949
CN202010208111.7	K_104824
CN202210436477.9	K_336984
KR20190050603A	K_002085
CN201811602408.0	K_008560
CN202211101549.0	K_022860
CN202310796111.7	K_283106
US202217953317A	K_081348
US202217716787A	K_000061
JP2023563006A	K_154902
CN202110004886.7	K_004526
US201916585577A	K_100513
US202318467993A	K_308443
US201816179223A	K_113674
CN202011395703.0	K_294174
EP19804289A	K_367316
CN201811536154.7	K_097334
CN202110360140.X	K_306804
US202117240680A	K_401720
CN2018104025W	K_264309
CN202210299026.5	K_323978
CN202211256958.8	K_312714
JP2019143695A	K_000955
CN201910460861.0	K_245990
CN202310314318.6	K_349712
KR20210172139A	K_320758
US2023013274W	K_375318
EP21172871A	K_084522
KR20230115991A	K_089585
US202117535472A	K_113735
CN202211507326.4	K_344654
CN202311321541.X	K_316140
US202318178010A	K_047389
CN202311153020.8	K_114307
CN202221876399.6	K_054320
CN201880051149.9	K_309053
CN202211497182.9	K_019265
AU2021100864A	K_042177
CN201911246879.7	K_313534
RU2022133019A	K_062738
CN202311788137.3	K_294879
EP24186084A	K_081632
US2020030840W	K_314590
CN202111624638.9	K_332799
US202217689098A	K_396233
BE202200002A	K_108733
CN202080052539.5	K_164012
EP18156807A	K_319721
CN202310798628.X	K_353946
US201916409056A	K_016209
KR20200143598A	K_000191
US201916506894A	K_308799
CN201810938663.6	K_306995
US202016890030A	K_397531
CN202011579361.8	K_044032
KR20220075366A	K_257945
US201916375795A	K_083885
CN202211521091.4	K_344893
CN202110157469.6	K_020871
CN202211669918.6	K_018073
CN202280072509.X	K_002017
KR20230162343A	K_387604
CN202211679325.8	K_238042
US202217849133A	K_327654
CN201910420331.3	K_003016
US202117349829A	K_098301
CN202311496042.4	K_158040
JP2018037008W	K_083430
CN202110581678.3	K_222616
TW107118248A	K_003232
CN202180065873.9	K_051804
IB2021059400W	K_086064
US202318531350A	K_183407
CN202310551032.X	K_002615
CN202311394887.2	K_359019
US202217689857A	K_080819
CN202210968401.0	K_340811
EP22188561A	K_234155
US202117514872A	K_375146
EP20710564A	K_000191
CN202310825156.2	K_333057
CN2023074204W	K_011486
CN202111406783.X	K_173599
CN202211178397.4	K_313513
US202318373294A	K_105494
KR20180025323A	K_000003
CN202110939911.0	K_005782
CN202311285175.7	K_228282
KR2021006359W	K_090400
CN202110954207.2	K_328368
CN202080004531.1	K_322811
US202217834508A	K_372461
US201916367219A	K_003159
CN202110610538.4	K_308407
CN202011208642.2	K_112361
CN202310800589.2	K_353962
CN202211510534.X	K_048118
CN202311567359.2	K_006669
US201916352201A	K_100848
US202016915056A	K_019998
CN202211701736.2	K_039627
KR20220157683A	K_223892
CN202210144225.9	K_323030
CN202210734174.5	K_109668
CN202311617433.7	K_258777
CN202310840032.1	K_017575
BR112021015314A	K_086026
CN201910945757.0	K_312643
US201816135646A	K_079048
US202017132888A	K_214560
CN202110353482.9	K_324718
FR2202257A	K_342464
US201917051066A	K_296469
US202318149454A	K_114307
US202318184459A	K_255141
CN202080049364.2	K_323057
US202217689857A	K_374498
CN202211083483.7	K_135554
AU2021353084A	K_305271
US202117306419A	K_401779
CN202011019957.2	K_319667
CN202210243404.8	K_335432
CN202111096413.0	K_329225
US202217821482A	K_000800
US201916243668A	K_081564
CN202210426803.8	K_336886
US202318235613A	K_004769
CN202011268445.X	K_107394
JP2023036556A	K_377696
CN202211508278.0	K_342162
CN202310436909.0	K_350705
CN2023106311W	K_224693
US202318302386A	K_414049
CN202311741519.0	K_008139
CN202310851290.X	K_309926
RU2020100724A	K_116189
CN202110818992.9	K_086895
CN201811444129.6	K_083931
EP20753266A	K_000195
US202318120844A	K_135855
US202016902793A	K_037688
CN202311503266.3	K_094277
CN202111014698.9	K_002372
CN202311319249.4	K_334287
US202318320265A	K_407980
US201816115097A	K_003640
US201815909999A	K_390507
US201816769982A	K_260721
CN202111449863.3	K_331658
CN202110657179.8	K_326689
US202318385474A	K_394268
CN201811470100.5	K_011889
CN202310172835.4	K_346829
CN202011055663.5	K_114499
CN202310685229.2	K_082197
TW107125997A	K_259905
US202017099092A	K_044561
KR20230018946A	K_386256
CN202010817006.3	K_039805
KR20200037285A	K_380903
CN202211581197.3	K_115934
CN202211294542.5	K_150560
CN202311470640.4	K_359760
CN202311188225.X	K_313513
US202117369209A	K_084523
JP2020190213A	K_090805
CN202311356021.2	K_358616
CN202010336320.X	K_316708
TW108208512U	K_287594
CN202010753912.1	K_318575
KR20180160706A	K_221426
CN202110477941.4	K_007745
US202318351986A	K_184567
US202217683292A	K_406959
JP2021154198A	K_375931
CN202310921040.9	K_023379
CN201820284409.4	K_002257
JP2023205119A	K_306850
JP2022090040A	K_160219
CN202011511072.4	K_128474
CN202110996312.2	K_081348
CN202311817845.5	K_000007
CN202110448009.9	K_167679
CN202311136146.4	K_356514
US201816216782A	K_000148
US202217570340A	K_405973
CN201811512256.5	K_000615
US202217826611A	K_171727
CN202210083359.4	K_311426
US2019053539W	K_156881
KR20230180450A	K_096590
US201816137153A	K_000148
CN202310840521.7	K_083567
CN2023074204W	K_000419
CN202310291577.1	K_338869
CN202311038567.3	K_299042
CN202211065961.1	K_341563
CN202010403923.7	K_008262
CN201910233985.5	K_305843
US202117340272A	K_080632
IN202217029055	K_000199
US202318182086A	K_348710
CN201980043994.6	K_314747
US202017075022A	K_372408
CN202110415127.X	K_310634
EP23217522A	K_255463
US202217573214A	K_327654
UA2023000020W	K_000064
US202117219087A	K_000028
US2021054489W	K_084470
CN202311534726.9	K_091976
KR20210042156A	K_001109
US202217839527A	K_306927
DE102023212875A	K_314886
CN201811455827.6	K_307848
EP19878027A	K_367401
KR2022021243W	K_385979
KR20190159618A	K_182125
KR20200171241A	K_381869
CN202011507891.1	K_322253
US202318483404A	K_001571
US202117461252A	K_001461
JP2023531450A	K_365684
CN202211446962.0	K_335419
US201816145537A	K_391907
CN202311334787.0	K_342888
JP2022185750A	K_079382
CN202511057731.4	K_365477
US202318184011A	K_325018
CN202210651308.7	K_082197
US201916459762A	K_103655
US202017103768A	K_003624
CN202310069440.1	K_243468
US202217703902A	K_314846
CN202180102022.7	K_209387
CN2022127307W	K_046708
DE102022119799A	K_365943
US201815912316A	K_001092
CN202222487426.7	K_210124
IN202024002510	K_330805
US202218719526A	K_002619
US202318130153A	K_000148
KR20180029344A	K_002075
KR20200079651A	K_000061
US202118259684A	K_292651
CN202210046007.1	K_333935
CN202380095701.5	K_025392
KR20210064814A	K_382885
CN202011501416.3	K_040686
CN201810574584.1	K_306541
US202217647699A	K_142808
US202017099092A	K_000185
CN202210676065.2	K_307823
CN202310582698.1	K_064594
US202217589709A	K_362288
DE102023125558A	K_007014
US202117537253A	K_404131
US2018047951W	K_390122
US202016742831A	K_002035
KR20210192601A	K_000105
CN202110899050.8	K_019105
CN201911136344.4	K_028408
CN202010062264.5	K_025618
US202117315225A	K_369520
CN202311401928.6	K_000199
CN202010801960.3	K_318853
US202017109672A	K_087239
KR20220091832A	K_215022
IN202011025812	K_030498
CN202111153531.0	K_329546
CN201821224663.1	K_064994
KR20210064080A	K_382873
JP2022185750A	K_081348
CN202311494159.9	K_317281
CN202311327237.6	K_325564
EP22828870A	K_321739
KR20230012819A	K_000825
JP2025526710A	K_226325
CN201910355630.3	K_310611
IB2023053133W	K_139113
CN202310639397.8	K_352710
US202117545926A	K_115907
CN202310665646.0	K_163810
JP2025520182A	K_109281
CN202311737926.4	K_342115
KR20210186311A	K_086384
CN202311632023.X	K_289820
JP2023044711A	K_377838
KR20180160144A	K_379355
BR112020013972A	K_000368
CN202380013445.0	K_046954
CN202311206083.5	K_334783
CN202110214840.8	K_287026
CN202310682196.6	K_312146
CN202311322712.0	K_320492
CN202310852710.6	K_000061
CN202210523470.0	K_079835
US202017035149A	K_399079
CN202211264550.5	K_307542
US202318511163A	K_018978
KR20200132410A	K_018586
US202217865637A	K_367169
CN202111141249.0	K_000419
CN202311051000.X	K_243845
CN202110877066.9	K_066598
CN201810611918.8	K_003436
CN202110226697.4	K_007250
IL26727819A	K_000001
CN202110001781.6	K_017040
US202117478649A	K_341362
CN202210246271.X	K_326050
US202318320629A	K_182411
CN201910710454.0	K_028030
US201916370141A	K_036315
CN202280102677.9	K_164425
CN202310020106.7	K_347463
CN202310940455.0	K_235146
CN202010659871.X	K_006414
CN202011140224.4	K_003303
CN202210061551.3	K_334181
CN202311449591.6	K_311652
CN202011372355.5	K_209276
CN202311652692.3	K_362082
US202318534401A	K_109682
CN202311237447.6	K_335587
KR20220086304A	K_307743
CN202210517158.0	K_337735
US202217709031A	K_137059
US202318339504A	K_001647
CN202210874554.9	K_028030
CN202111360671.5	K_304028
CN202210462165.5	K_044246
IN202127044675	K_131476
US202217827394A	K_139098
US202217659032A	K_001314
US202217826611A	K_312144
CN202011122094.1	K_320164
US202117486260A	K_393395
US201816051673A	K_092438
CN202210899213.7	K_062300
US202217978489A	K_095780
US202016841289A	K_305934
CN202311342703.8	K_000061
US202318167698A	K_185943
JP2022039317A	K_060821
JP2023078671A	K_366857
CN202010568720.3	K_002121
US202318370218A	K_414934
IN202341058631	K_041635
CN202111181490.6	K_329810
CN202311534752.1	K_337930
CN202311196955.4	K_017979
CN202211529332.X	K_344925
CN202211154202.2	K_000227
CN202010088859.8	K_017576
KR20200056209A	K_192751
CN202311288492.4	K_357857
JP2023030442A	K_000144
KR20190118674A	K_081053
EP20876483A	K_337874
KR20220024973A	K_384511
US202117159982A	K_159495
CN202011124853.8	K_320178
KR20180125024A	K_379157
CN202110363438.6	K_265473
IB2023061010W	K_001491
CN202310591358.5	K_309237
CN201910628929.1	K_002143
US202318483697A	K_020871
